Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Supplier	Supplier Item Number	Tax Code When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax Code When Sold	Sell Price Inclusive	Sales Tax Calc. Method	# Items/Sell Unit	Inactive Item 
LC892-blu	Cat harness with lead blue	B	S	I	13000	41220	51220										PROPET AUSTRALIA	7027	GST	ea	1	24	6	$6.16	ea	GST		0	1	N
LC892-pur	Cat harness with lead purple	B	S	I	13000	41220	51220										PROPET AUSTRALIA		GST	ea	1	24	6	$6.16	ea	GST		0	1	N
LC892-red	Cat harness with lead red	B	S	I	13000	41220	51220										PROPET AUSTRALIA		GST	ea	1	24	6	$6.16	ea	GST		0	1	N
LC893-blu	Pastel cat collar blue	B	S	I	13000	41220	51220										PROPET AUSTRALIA		GST	ea	1	0	0	$5.00	ea	GST		0	1	N
LC893-grn	Pastel cat collar green	B	S	I	13000	41220	51220										PROPET AUSTRALIA		GST	ea	1	0	0	$5.00	ea	GST		0	1	N
LC893-pur	Pastel cat collar purple	B	S	I	13000	41220	51220										PROPET AUSTRALIA		GST	ea	1	0	0	$5.00	ea	GST		0	1	N
LC920	16mmx40cm leather collar rosco	B	S	I	13000	41110	51110										JOSEPH CARUANA		GST	ea	1	0	0	$8.00	ea	GST		0	1	N
LC921	28mmx50cm leather collor rosco	B	S	I	13000	41110	51110										JOSEPH CARUANA		GST	ea	1	0	0	$12.00	ea	GST		0	1	N
LC922	32mmx60cm leather collar rosco	B	S	I	13000	41110	51110										JOSEPH CARUANA		GST	ea	1	0	0	$14.00	ea	GST		0	1	N
LC923	16mmx105cm leather lead rosco	B	S	I	13000	41110	51110										JOSEPH CARUANA		GST	ea	1	0	0	$15.00	ea	GST		0	1	N
LC924	16mmx105cm lth swivel ld rosco	B	S	I	13000	41110	51110										JOSEPH CARUANA		GST	ea	1	0	0	$18.00	ea	GST		0	1	N
LC958	Choker chain 2.0mmx30cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD01	GST	ea	1	12	0	$1.82	ea	GST		0	1	N
LC959	Choker chain 2.0mmx35cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD02	GST	ea	1	12	0	$1.88	ea	GST		0	1	N
LC960	Choker chain 2.0mmx40cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD03	GST	ea	1	12	0	$2.03	ea	GST		0	1	N
LC961	Choker chain 3.0mmx45cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD05	GST	ea	1	12	0	$2.44	ea	GST		0	1	N
LC962	Choker chain 3.0mmx50cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD06	GST	EA	1	12	0	$2.57	EA	GST		0	1	N
LC963	Choker chain 3.0mmx55cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD07	GST	ea	1	12	0	$2.72	ea	GST		0	1	N
LC964	Choker chain 3.0mmx60cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD08	GST	ea	1	12	0	$2.95	ea	GST		0	1	N
LC965	Choker chain 4.0mmx60cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD10	GST	ea	1	12	0	$3.92	ea	GST		0	1	N
LC966	Choker chain 4.0mmx65cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD11	GST	ea	1	12	0	$4.07	ea	GST		0	1	N
LC967	Choker chain 4.0mmx70cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD12	GST	ea	1	12	0	$4.23	ea	GST		0	1	N
LC968	Choker chain 4.8mmx75cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD16	GST	ea	1	12	0	$5.58	ea	GST		0	1	N
LC969	Choker chain 4.8mmx80cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD17	GST	ea	1	12	0	$5.99	ea	GST		0	1	N
LC970-grn	PVC lead 120cm green	B	S	I	13000	41110	51110												GST	ea	1	12	0	$10.80	ea	GST		0	1	N
LC970-pur	PVC lead 120cm purple	B	S	I	13000	41110	51110												GST	ea	1	12	0	$10.80	ea	GST		0	1	N
LC970-red	PVC lead 120cm red	B	S	I	13000	41110	51110												GST	ea	1	12	0	$10.80	ea	GST		0	1	N
LC970-yel	PVC lead 120cm yellow	B	S	I	13000	41110	51110												GST	ea	1	12	0	$10.80	ea	GST		0	1	N
LC971-grn	PVC collar 20x45 green	B	S	I	13000	41110	51110												GST	ea	1	12	0	$7.20	ea	GST		0	1	N
LC971-pur	PVC collar 20x45 purple	B	S	I	13000	41110	51110												GST	ea	1	12	0	$7.20	ea	GST		0	1	N
LC971-red	PVC collar 20x45 red	B	S	I	13000	41110	51110												GST	ea	1	12	0	$7.20	ea	GST		0	1	N
LC971-yel	PVC collar 20x45 yellow	B	S	I	13000	41110	51110												GST	ea	1	12	0	$7.20	ea	GST		0	1	N
LC972-grn	PVC collar 20x65 green	B	S	I	13000	41110	51110												GST	ea	1	12	0	$8.10	ea	GST		0	1	N
LC972-pur	PVC collar 20x65 purple	B	S	I	13000	41110	51110												GST	ea	1	12	0	$8.10	ea	GST		0	1	N
LC972-red	PVC collar 20x65 red	B	S	I	13000	41110	51110												GST	ea	1	12	0	$8.10	ea	GST		0	1	N
LC972-yel	PVC collar 20x65 yellow	B	S	I	13000	41110	51110												GST	ea	1	12	0	$8.10	ea	GST		0	1	N
LC973-grn	PVC collar 20x35 green	B	S	I	13000	41110	51110										G & M PAMPERED POOCH		GST	ea	1	12	0	$6.25	ea	GST		0	1	N
LC973-pur	PVC collar 20x35 purple	B	S	I	13000	41110	51110										G & M PAMPERED POOCH		GST	ea	1	12	0	$6.25	ea	GST		0	1	N
LC973-red	PVC collar 20x35 red	B	S	I	13000	41110	51110										G & M PAMPERED POOCH		GST	ea	1	12	0	$6.25	ea	GST		0	1	N
LC973-yel	PVC collar 20x35 yellow	B	S	I	13000	41110	51110										G & M PAMPERED POOCH		GST	ea	1	12	0	$6.25	ea	GST		0	1	N
MATDD200-dkb	Dlx dac mat 200 dark blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$13.50	ea	GST		0	1	N
MATDDLGE-cbl	Dlxe dacron mat lge cord blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$20.69	ea	GST		0	1	N
MATDDLGE-ccf	Dlxe dacron mat lge cord coffe	B	S	I	13000	41115	51115												GST	ea	1	0	0	$20.69	ea	GST		0	1	N
MATDDLGE-cpu	Dlxe dacron mat lge cord purpl	B	S	I	13000	41115	51115												GST	ea	1	0	0	$20.69	ea	GST		0	1	N
MATDDLGE-cre	Dlxe dacron mat lge cord red	B	S	I	13000	41115	51115												GST	ea	1	0	0	$20.69	ea	GST		0	1	N
MATDDLGE-ctl	Dlxe dacron mat lge cord teal	B	S	I	13000	41115	51115												GST	ea	1	0	0	$20.69	ea	GST		0	1	N
MATDDMED-cbl	Dlxe dacron mat med cord blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$12.30	ea	GST		0	1	N
MATDDMED-ccf	Dlxe dacron mat med cord coffe	B	S	I	13000	41115	51115												GST	ea	1	0	0	$12.30	ea	GST		0	1	N
MATDDMED-cpu	Dlxe dacron mat med cord purpl	B	S	I	13000	41115	51115												GST	ea	1	0	0	$12.30	ea	GST		0	1	N
MATDDMED-cre	Dlxe dacron mat med cord red	B	S	I	13000	41115	51115												GST	ea	1	0	0	$12.30	ea	GST		0	1	N
MATDDMED-ctl	Dlxe dacron mat med cord teal	B	S	I	13000	41115	51115												GST	ea	1	0	0	$12.30	ea	GST		0	1	N
MATDDSML-cbl	Dlxe dacron mat sml cord blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$10.09	ea	GST		0	1	N
MATDDSML-ccf	Dlxe dacron mat sml cord coffe	B	S	I	13000	41115	51115												GST	ea	1	0	0	$10.09	ea	GST		0	1	N
MATDDSML-cpu	Dlxe dacron mat sml cord purpl	B	S	I	13000	41115	51115												GST	ea	1	0	0	$10.09	ea	GST		0	1	N
MATDDSML-cre	Dlxe dacron mat sml cord red	B	S	I	13000	41115	51115												GST	ea	1	0	0	$10.09	ea	GST		0	1	N
MATDDSML-ctl	Dlxe dacron mat sml cord teal	B	S	I	13000	41115	51115												GST	ea	1	0	0	$10.09	ea	GST		0	1	N
MATDDSML-dkb	Dlxe dacron mat sml dark blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$10.09	ea	GST		0	1	N
MATDDSML-nat	Dlxe dacron mat sml natural	B	S	I	13000	41115	51115												GST	ea	1	0	0	$10.09	ea	GST		0	1	N
MATSD060-xxx	Dacron mat suit 60lt kennel	B	S	I	13000	41115	51115												GST	ea	1	0	0	$4.96	ea	GST		0	1	N
MATSD200-xxx	Dacron mat suit 200lt kennel	B	S	I	13000	41115	51115												GST	ea	1	0	0	$9.43	ea	GST		0	1	N
MATSD300-xxx	Dacron mat suit 300lt kennel	B	S	I	13000	41115	51115												GST	ea	1	0	0	$9.88	ea	GST		0	1	N
MATSD600-xxx	Dacron mat suit 600lt kennel	B	S	I	13000	41115	51115												GST	ea	1	0	0	$12.10	ea	GST		0	1	N
MATSD900-xxx	Dacron mat suit 900lt kennel	B	S	I	13000	41115	51115												GST	ea	1	0	0	$16.44	ea	GST		0	1	N
MATSDLGE-xxx	Standard dacron mat large	B	S	I	13000	41115	51115												GST	ea	1	0	0	$16.44	ea	GST		0	1	N
MATSDMED-xxx	Standard dacron mat medium	B	S	I	13000	41115	51115												GST	ea	1	0	0	$9.88	ea	GST		0	1	N
MATSDSML-xxx	Standard dacron mat small	B	S	I	13000	41115	51115												GST	ea	1	0	0	$8.59	ea	GST		0	1	N
MATSFJUM-cgn	Standard foam mat jumbo c grn	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$12.90	ea	GST		0	1	N
MATSFJUM-dbl	Standard foam mat jumbo d blu	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$12.90	ea	GST		0	1	N
MATSFJUM-dgn	Standard foam mat jumbo d grn	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$12.90	ea	GST		0	1	N
MATSFJUM-rus	Standard foam mat jumbo rust	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$12.90	ea	GST		0	1	N
MATSFLGE-cgn	Standard foam mat large c grn	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$10.00	ea	GST		0	1	N
MATSFLGE-dbl	Standard foam mat large d blu	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$10.00	ea	GST		0	1	N
MATSFLGE-dgn	Standard foam mat large d grn	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$10.00	ea	GST		0	1	N
MATSFLGE-rus	Standard foam mat large rust	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$10.00	ea	GST		0	1	N
MATSFMIN-cgn	Standard foam mat mini c grn	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$8.00	ea	GST		0	1	N
MATSFMIN-dbl	Standard foam mat mini d blue	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$8.00	ea	GST		0	1	N
MATSFMIN-dgn	Standard foam mat mini d grn	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$8.00	ea	GST		0	1	N
MATSFMIN-rus	Standard foam mat mini rust	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	24	0	$8.00	ea	GST		0	1	N
MATWDLGE-dkb	Sherpa dacron mat dark blue	B	S	I	13000	41115	51115										PET PILLOW		GST	ea	1	0	0	$22.95	ea	GST		0	1	N
MATWDLGE-nat	Sherpa dacron mat natural	B	S	I	13000	41115	51115										PET PILLOW		GST	ea	1	0	0	$22.95	ea	GST		0	1	N
MATWDMED-dkb	Sherpa dacron mat dark blue	B	S	I	13000	41115	51115										PET PILLOW		GST	ea	1	0	0	$19.95	ea	GST		0	1	N
MATWDMED-nat	Sherpa dacron mat natural	B	S	I	13000	41115	51115										PET PILLOW		GST	ea	1	0	0	$19.95	ea	GST		0	1	N
MATWDSML-dkb	Sherpa dacron mat dark blue	B	S	I	13000	41115	51115										PET PILLOW		GST	ea	1	0	0	$12.95	ea	GST		0	1	N
MATWDSML-nat	Sherpa dacron mat natural	B	S	I	13000	41115	51115										PET PILLOW		GST	ea	1	0	0	$12.95	ea	GST		0	1	N
MUZ01	Nylon dog muzzle small	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0102	GST	ea	1	0	0	$2.95	pk	GST		0	1	N
MUZ02	Nylon dog muzzle medium	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$2.95	pk	GST		0	1	N
MUZ03	Nylon dog muzzle large	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$2.95	ea	GST		0	1	N
MUZ04	Nylon dog muzzle x large	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$2.95	ea	GST		0	1	N
PDL01	Dried liver 1kg	B	S	I	13000	41120	51120												GST	kg	1	0	0	$25.00	kg	GST		0	1	N
PDL15	Dried lived 150gsm		S	I	13000	41120	51120																0	$4.55	ea	GST		0	1	N
PPDLGE-bei	Deluxe pet pillow large beige		S	I	13000	41115	51115																0	$30.20	ea	GST		0	1	N
PPDLGE-blk	Deluxe pet pillow large black		S	I	13000	41115	51115																0	$30.20	ea	GST		0	1	N
PPDMED-bei	Deluxe pet pillow medium beige		S	I	13000	41115	51115																0	$24.70	ea	GST		0	1	N
PPDMED-blk	Deluxe pet pillow medium black		S	I	13000	41115	51115																0	$24.70	ea	GST		0	1	N
PPDSML-bei	Deluxe pet pillow small beige		S	I	13000	41115	51115																0	$17.60	ea	GST		0	1	N
PPDSML-blk	Deluxe pet pillow small black		S	I	13000	41115	51115																0	$17.60	ea	GST		0	1	N
PPDXLG-bei	Deluxe pet pillow xlarge beige		S	I	13000	41115	51115																0	$36.40	ea	GST		0	1	N
PPDXLG-blk	Deluxe pet pillow xlarge black		S	I	13000	41115	51115																0	$36.40	ea	GST		0	1	N
PPDXXL-bei	Deluxe pet pillow xxl beige		S	I	13000	41115	51115																0	$42.00	ea	GST		0	1	N
PPDXXL-blk	Deluxe pet pillow xxl black		S	I	13000	41115	51115																0	$42.00	ea	GST		0	1	N
PPTOPUP	Pet pillow top up pack .75kg	B	S	I	13000	41115	51115										K-9 HOMES		GST	ea	1	0	0	$6.45	ea	GST		0	1	N
RNDBGNT-xxx	Budget basket giant	B	S	I	13000	41115	51115												GST	ea	1	0	0	$26.80	ea	GST		0	1	N
RNDBLGE-xxx	Budget basket large	B	S	I	13000	41115	51115												GST	ea	1	0	0	$16.50	ea	GST		0	1	N
RNDBMED-xxx	Budget basket medium	B	S	I	13000	41115	51115												GST	ea	1	0	0	$14.24	ea	GST		0	1	N
RNDBSML-xxx	Budget basket small	B	S	I	13000	41115	51115												GST	ea	1	0	0	$11.75	ea	GST		0	1	N
RNDBXLG-xxx	Budget basket extra large	B	S	I	13000	41115	51115												GST	ea	1	0	0	$22.50	ea	GST		0	1	N
RNDDLGE-fle	Deluxe basket large leopard	B	S	I	13000	41115	51115												GST	ea	1	0	0	$35.95	ea	GST		0	1	N
RNDDLGE-fpa	Deluxe basket large panther	B	S	I	13000	41115	51115												GST	ea	1	0	0	$35.95	ea	GST		0	1	N
RNDDLGE-spw	Deluxe basket large den/polar	B	S	I	13000	41115	51115												GST	ea	1	0	0	$35.95	ea	GST		0	1	N
RNDDMED-fle	Deluxe basket medium leopard	B	S	I	13000	41115	51115												GST	ea	1	0	0	$29.40	ea	GST		0	1	N
RNDDMED-fpa	Deluxe basket medium panther	B	S	I	13000	41115	51115												GST	ea	1	0	0	$29.40	ea	GST		0	1	N
RNDDMED-spw	Deluxe basket medium den/sherp	B	S	I	13000	41115	51115												GST	ea	1	0	0	$29.40	ea	GST		0	1	N
RNDDSML-fle	Deluxe basket small leopard	B	S	I	13000	41115	51115												GST	ea	1	0	0	$23.25	ea	GST		0	1	N
RNDDSML-fpa	Deluxe basket small panther	B	S	I	13000	41115	51115												GST	ea	1	0	0	$23.25	ea	GST		0	1	N
RNDDSML-spw	Deluxe basket small den/polar	B	S	I	13000	41115	51115												GST	ea	1	0	0	$23.25	ea	GST		0	1	N
RNDDXLG-fle	Deluxe basket xlarge leopard	B	S	I	13000	41115	51115												GST	ea	1	0	0	$44.65	ea	GST		0	1	N
RNDDXLG-fpa	Deluxe basket xlarge panther	B	S	I	13000	41115	51115												GST	ea	1	0	0	$44.65	ea	GST		0	1	N
RNDDXLG-spw	Deluxe basket xlarge den/polar	B	S	I	13000	41115	51115												GST	ea	1	0	0	$44.65	ea	GST		0	1	N
RNDPLGE-fbw	Premium basket lge fur b/w	B	S	I	13000	41115	51115												GST	ea	1	0	0	$37.95	ea	GST		0	1	N
RNDPMED-fbw	Premium basket med fur b/w	B	S	I	13000	41115	51115												GST	ea	1	0	0	$30.95	ea	GST		0	1	N
RNDPSML-fbw	Premium basket sml fur b/w	B	S	I	13000	41115	51115												GST	ea	1	0	0	$24.95	ea	GST		0	1	N
RNDPXLGE-fbw	Premium basket xlg fur b/w	B	S	I	13000	41115	51115												GST	ea	1	0	0	$47.97	ea	GST		0	1	N
RNDSGNT-pbl	Standard basket gnt p/blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$36.00	ea	GST		0	1	N
RNDSGNT-ppu	Standard basket gnt p/purple	B	S	I	13000	41115	51115												GST	ea	1	0	0	$36.00	ea	GST		0	1	N
RNDSLGE-pbl	Standard basket lge p/blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$23.00	ea	GST		0	1	N
RNDSLGE-ppu	Standard basket lge p/purple	B	S	I	13000	41115	51115												GST	ea	1	0	0	$23.00	ea	GST		0	1	N
RNDSMED-pbl	Standard basket med p/blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$19.00	ea	GST		0	1	N
RNDSMED-ppu	Standard basket med p/purple	B	S	I	13000	41115	51115												GST	ea	1	0	0	$19.00	ea	GST		0	1	N
RNDSSML-pbl	Standard basket sml p/blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$15.00	ea	GST		0	1	N
RNDSSML-ppu	Standard basket sml p/purple	B	S	I	13000	41115	51115												GST	ea	1	0	0	$15.00	ea	GST		0	1	N
RNDSXLG-pbl	Standard basket xlge p/blue	B	S	I	13000	41115	51115												GST	ea	1	0	0	$31.00	ea	GST		0	1	N
RNDSXLG-ppu	Standard basket xlge p/purple	B	S	I	13000	41115	51115												GST	ea	1	0	0	$31.00	ea	GST		0	1	N
Rounding	New Item	B	S			41000	51000												FRE		1	0		$0.00		FRE		0	1	N
XM003	Xmas deluxe dog hat & scarf	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD	XM4103B	GST	ea	1	0	0	$2.25	ea	GST		0	1	N
XM006	Xmas 4pc cat stocking	B	S	I	13000	41240	51240										AUSTWIDE WHOLESALERS PTY LTD	XM4108	GST	ea	1	0	0	$2.50	ea	GST		0	1	N
XM011	Xmas dog toy set 6pc	B	S	I	13000	41165	51165										BOOKRICH LTD	X3378	GST	pk	1	0	0	$8.00	pk	GST		0	1	N
XM012	Xmas cat dangler	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD	XM4183	GST	ea	1	0	0	$1.85	ea	GST		0	1	N
XM013	Xmas stocking 6 ass	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD	XM4181	GST	ea	1	0	0	$13.45	ea	GST		0	1	N
YB250	SPRAY BOTTLE ROUND	B	S	I	13000	41000	51000										AUSTWIDE WHOLESALERS PTY LTD	KW6075A	GST	EA	1	0	0	$1.50	EA	GST		0	1	N
YCC04	Hermit crab teranium	B	S	I	13000	41000	51000										AUSTWIDE WHOLESALERS PTY LTD	PA1029	GST	EA	1	0	0	$3.00	EA	GST		0	1	N
YDNDLGE	Deluxe doona large	B	S	I	13000	41115	51115												GST	ea	1	0	0	$41.50	ea	GST		0	1	N
YDNDMED	Deluxe doona medium	B	S	I	13000	41115	51115												GST	ea	1	0	0	$32.80	ea	GST		0	1	N
YDNDSML	Deluxe doonas small	B	S	I	13000	41115	51115												GST	ea	1	0	0	$20.90	ea	GST		0	1	N
YFL01	FLEECY SQUEAKY HIPPO	B	S	I	13000	41140	51140										MASTERPET (30005)		GST	EA	1	0	0	$4.75	EA	GST		0	1	N
YFL02	FLEECY SQUEAKY ELEPHANT	B	S	I	13000	41140	51140										MASTERPET (30005)		GST	EA	1	0	0	$4.75	EA	GST		0	1	N
YFL03	FLEECY SQUEAKY KANGAROO	B	S	I	13000	41140	51140										MASTERPET (30005)		GST	EA	1	0	0	$4.75	EA	GST		0	1	N
YFL04	FLEECY SQUEAKY KOALA	B	S	I	13000	41140	51140										MASTERPET (30005)		GST	EA	1	0	0	$4.75	EA	GST		0	1	N
YHAILGE	TROPICAL SHIRT LARGE	B	S	I	13000	41150	51150										KANSAI AUSTRALIA		GST	ea	1	0	0	$10.00	EA	GST		0	1	N
YHAIXLG	TROPICAL SHIRT L LARGE	B	S	I	13000	41150	51150										KANSAI AUSTRALIA		GST	ea	1	0	0	$10.00	EA	GST		0	1	N
YHAMP04	Mini xmas treat hamper dog		S	I	13000	41165	51165																0	$1.50	ea	GST		0	1	N
YHAMP05	Mini xmas treat hamper cat		S	I	13000	41165	51165																0	$1.50	ea	GST		0	1	N
YLC001	PATENT LTH LD 12X105	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8718	GST	EA	1	0	0	$4.64	EA	GST		0	1	N
YLC002	PATENT LTH LD 15X105	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8719	GST	EA	1	0	0	$5.44	EA	GST		0	1	N
YLC003	PATENT LTH LD 18X105	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8720	GST	EA	1	0	0	$6.16	EA	GST		0	1	N
YLC004	PATENT LTH CLR 12X35	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8713	GST	EA	1	0	0	$2.40	EA	GST		0	1	N
YLC005	PATENT LTH CLR 18X45	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8715	GST	EA	1	0	0	$2.88	EA	GST		0	1	N
YLC006	PATENT LTH CLR 25X55	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8717	GST	EA	1	0	0	$4.00	EA	GST		0	1	N
YLC300	Lthr fashion dog collar 45cm	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0101	GST	ea	1	0	0	$3.50	ea	GST		0	1	N
YLC301	Lthr fashion dog collar 50cm	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$3.50	ea	GST		0	1	N
YLC302	Lthr fashion dog collar 55cm	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$3.50	ea	GST		0	1	N
YLC820	FINE CHOKER CHAIN 1.35X30 N	B	S	I	13000	41110	51110												GST		1	0	0	$1.90	EA	GST		0	1	N
YLC822	FINE CHOKER CHAIN 1.35X35 N	B	S	I	13000	41110	51110												GST		1	0	0	$1.96	EA	GST		0	1	N
YLC824	FINE CHOKER CHAIN 1.35X40 N	B	S	I	13000	41110	51110												GST		1	0	0	$2.24	EA	GST		0	1	N
YLC826	FINE CHOKER CHAIN 1.35X45 N	B	S	I	13000	41110	51110												GST		1	0	0	$2.32	EA	GST		0	1	N
YLC828	FINE CHOKER CHAIN 1.35X50 N	B	S	I	13000	41110	51110												GST		1	0	0	$2.38	EA	GST		0	1	N
YLC830	FINE CHOKER CHAIN 1.35X55 N	B	S	I	13000	41110	51110												GST		1	0	0	$2.60	EA	GST		0	1	N
YLC832	FINE CHOKER CHAIN 1.35X60 N	B	S	I	13000	41110	51110												GST		1	0	0	$2.66	EA	GST		0	1	N
YLC834	FINE CHOKER CHAIN 1.35X65 N	B	S	I	13000	41110	51110												GST		1	0	0	$2.80	EA	GST		0	1	N
YLC836	FINE CHOKER CHAIN 1.35X30 G	B	S	I	13000	41110	51110												GST		1	0	0	$3.02	EA	GST		0	1	N
YLC838	FINE CHOKER CHAIN 1.35X35 G	B	S	I	13000	41110	51110												GST		1	0	0	$3.22	EA	GST		0	1	N
YLC840	FINE CHOKER CHAIN 1.35X40 G	B	S	I	13000	41110	51110												GST		1	0	0	$3.44	EA	GST		0	1	N
YLC842	FINE CHOKER CHAIN 1.35X45 G	B	S	I	13000	41110	51110												GST		1	0	0	$3.64	EA	GST		0	1	N
YLC844	FINE CHOKER CHAIN 1.35X50 G	B	S	I	13000	41110	51110												GST		1	0	0	$3.92	EA	GST		0	1	N
YLC846	FINE CHOKER CHAIN 1.35X55 G	B	S	I	13000	41110	51110												GST		1	0	0	$4.14	EA	GST		0	1	N
YLC848	FINE CHOKER CHAIN 1.35X60 G	B	S	I	13000	41110	51110												GST		1	0	0	$4.34	EA	GST		0	1	N
YLC849	FINE CHOKER CHAIN 1.35X65 G	B	S	I	13000	41110	51110												GST		1	0	0	$4.56	EA	GST		0	1	N
YPTAG	PET TAG DISPLAY KITS	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	EA	1	12	12	$7.27	EA	GST		0	1	N
YXM002	XMAS PVC SQUEAKY TOYS 3 ASS	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$7.00	EA	GST		0	1	N
YXM004	Christmas cat stocking small	B	S	I	13000	41240	51240										AUSTWIDE WHOLESALERS PTY LTD	XM3216B	GST	ea	1	0	0	$2.30	ea	GST		0	1	N
YXM005	Xmas 3pc dog stocking	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD	XM4107	GST	ea	1	0	0	$2.50	ea	GST		0	1	N
YXM007	XMAS DOG STOCKING 38CM	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD	XM3108B	GST	EA	1	0	0	$2.50	EA	GST		0	1	N
YXM008	Xmas collar elastic w/bells	B	S	I	13000	41000	51000										AUSTWIDE WHOLESALERS PTY LTD	XM4101B	GST	ea	1	0	0	$1.64	ea	GST		0	1	N
YXM009	Xmas squeaky plush bone	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD	XM4102B	GST	ea	1	0	0	$1.18	ea	GST		0	1	N
YXM010	Xmas pack ,ear, 2xtennis toys	B	S	I	13000	41165	51165										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$4.50	ea	GST		0	1	N
Z-600CTFRT	1.6MM CENTRE FRONT SUIT K9600	B		I	13000												LASER IMAGING	LPO6486	GST	EA	1	0	0					0		N
Z-900CTFRT	1.6MM CENTRE FRONT SUIT K9900	B		I	13000												LASER IMAGING	LPO1720	GST	EA	1	0	0					0		N
Z-BAG03	PLASTIC BAG SUIT MED HARNESS	B		I	51000												BARRIE VAGG PACKAGING	ZZ0238	GST	EA	1	100	1,000					0		N
Z-BR03	EYE BOLT 4X3/8 ZINC PATED	B		I	13000												ROMAK HARDWARE	71115	GST	EA	1	200	10					0		N
Z-BUCKLE10	10mm nickle buckle	B	S	I	13000	41000	51000										EH & ER BRABHAM	Z1095/10 Nickle	GST	EA	1	0	50	$19.70	EA	GST		0	1	N
Z-FOAM01	CHANGEOVER FOAM SLIT TO 25MM	B		I	13000												JOYCE FOAM PRODUCTS	10310750-25MM	GST	BUN	1	1	1					0		N
